lateral_hori_stiffness,lateral_verti_stiffness,diagonal_stiffness,total_twist_deg,twist_0_1_deg,twist_1_2_deg
100,3290,788,69.87524036525032,34.79449079823682,35.0807495670135
100,3290,923,69.85097236254525,34.833224134107795,35.01774822843747
100,3290,1082,69.8627769513666,34.87365205208875,34.98912489927785
100,3290,1268,69.7605881386861,34.859686680805,34.90090145788109
100,3290,1487,63.674531333642,31.77007130601429,31.904460027627714
100,3290,1743,53.91074260242661,26.917347382548186,26.99339521987842
100,3290,2043,45.44439625222855,22.697755516215864,22.74664073601269
100,3290,2395,38.35634463932682,19.158293493687125,19.198051145639695
100,3290,2807,32.47170849110975,16.216970588761164,16.254737902348587
100,3290,3290,27.558491015646435,13.760001763229473,13.798489252416964
100,3290,3856,23.434473667524976,11.697065860430756,11.737407807094222
100,3290,4520,19.951303637797935,9.954303054157975,9.997000583639958
100,3290,5298,17.00120127729037,8.477901222650148,8.523300054640222
100,3290,6210,14.49381074237932,7.222699067581983,7.271111674797339
100,3290,7278,12.360351508010382,6.154605159740041,6.205746348270341
100,3290,8531,10.539546858771681,5.242965992429978,5.296580866341703
100,3290,10000,8.986077139819963,4.465054090561244,4.521023049258721
100,3856,100,72.15132944068664,34.83181919210496,37.31951024858168
100,3856,117,72.06609831878531,34.74560599348094,37.32049232530436
100,3856,137,71.90931977752875,34.62218873600068,37.28713104152807
100,3856,161,71.36144943898076,34.23931096407019,37.12213847491058
100,3856,188,70.80166895274023,34.324446978942085,36.47722197379815
100,3856,221,70.46630188928823,34.41301012703716,36.05329176225107
100,3856,259,70.22112580268266,34.4592820778175,35.76184372486518
100,3856,303,70.05414410709265,34.48956981820648,35.56457428888616
100,3856,356,69.93277077296197,34.51049516415347,35.4222756088085
100,3856,417,69.84636642487433,34.5189293402298,35.32743708464454
100,3856,489,69.7727580892076,34.546715816084216,35.22604227312338
100,3856,573,69.70421563730682,34.592594711767006,35.1116209255398
100,3856,672,69.63318385881385,34.62566642279325,35.0075174360206
100,3856,788,69.55796132554856,34.64257254545382,34.915388780094744
100,3856,923,69.52750188216233,34.67654838287898,34.85095349928334
100,3856,1082,69.50740025739522,34.71226312105677,34.79513713633844
100,3856,1268,69.31282792754389,34.636170965671994,34.676656961871885
100,3856,1487,62.27066558433965,31.08712445280493,31.18354113153472
100,3856,1743,52.997083153381965,26.472589180036763,26.5244939733452
100,3856,2043,44.84703451668007,22.407323301909692,22.439711214770377
100,3856,2395,37.95142044410378,18.962612766863682,18.988807677240096
100,3856,2807,32.187728168208565,16.08135848759318,16.10636968061538
100,3856,3290,27.35517614140893,13.66474497149316,13.690431169915769
100,3856,3856,23.287717294983196,11.630321896224668,11.65739539875853
100,3856,4520,19.845616142370762,9.908424804435002,9.937191337935758
